event_id,session_id,user_id,event_time,page,event_type,product_id,traffic_source,browser,device_id
7d6c9192-db82-48b5-93fd-e329f8120f2b,S000020,U00097,2025-09-09 05:20:31.390338,Product,product_view,P0049,Google,Safari,D2
98ae820a-fe83-4dda-a2fc-d5ee8cc1bff6,S000021,U01382,2025-09-09 15:20:58.390338,Homepage,page_view,,Facebook,Safari,D1
b81ff1d5-4121-4fb7-a108-2db7f56920a9,S000021,U01382,2025-09-09 15:26:36.390338,Product,product_view,P0104,Facebook,Safari,D1
76ae1be2-3594-4e40-9b86-4ff193481920,S000022,U01309,2025-09-09 12:15:11.390338,Homepage,page_view,,Direct,Edge,D3
a04c1d5c-a49a-4750-a908-40d535cef281,S000022,U01309,2025-09-09 12:17:00.390338,Product,product_view,P0053,Direct,Edge,D3
02dfc4bc-d8ee-4cc7-b3d4-f5bbdf16a208,S000022,U01309,2025-09-09 12:22:11.390338,Cart,add_to_cart,P0092,Direct,Edge,D3
0f9fcfd8-f951-4e6f-a2b9-f75b00cf02e6,S000023,U01942,2025-09-09 12:29:40.390338,Homepage,page_view,,Organic,Edge,D2
63947282-7094-4357-8b55-a65633631867,S000023,U01942,2025-09-09 12:39:05.390338,Product,product_view,P0107,Organic,Edge,D2
8fb859ab-f3a7-4dbf-9016-9a9a73549bf8,S000023,U01942,2025-09-09 12:43:24.390338,Checkout,checkout_start,,Organic,Edge,D2
329c23dc-a770-4c30-9af3-81d00f718fcb,S000024,U01279,2025-09-09 16:15:16.390338,Homepage,page_view,,Facebook,Chrome,D3
f6caf64e-c1f8-4f56-875c-cf4b789587a0,S000024,U01279,2025-09-09 16:20:44.390338,Checkout,checkout_start,,Facebook,Chrome,D3
eda8b199-d623-4f54-b014-1916697def01,S000025,U01253,2025-09-09 07:42:26.390338,Homepage,page_view,,Google,Edge,D1
6f437b83-a7c4-42b5-ae4c-873cac8d3db9,S000025,U01253,2025-09-09 07:44:15.390338,Product,product_view,P0167,Google,Edge,D1
bf218f88-c99d-4e8d-a527-5eea5889403a,S000026,U00409,2025-09-09 08:15:16.390338,Homepage,page_view,,Google,Chrome,D2
3d4ed4a3-8d68-4457-aa70-b7bb98540884,S000027,U01300,2025-09-09 11:06:11.390338,Homepage,page_view,,Google,Chrome,D2
d47f5d49-6e69-4ab9-b9ea-721dc601a075,S000027,U01300,2025-09-09 11:15:31.390338,Product,product_view,P0132,Google,Chrome,D2
cf7c3bff-1904-46a5-8167-4b20844666cc,S000028,U01324,2025-09-09 22:29:27.390338,Homepage,page_view,,Facebook,Chrome,D2
4e03c476-537d-4411-9bc0-3559c12626b5,S000028,U01324,2025-09-09 22:31:45.390338,Cart,add_to_cart,P0159,Facebook,Chrome,D2
cdb0c7de-e7f5-4a52-b537-f798abe2e80a,S000028,U01324,2025-09-09 22:40:14.390338,Checkout,checkout_start,,Facebook,Chrome,D2
3c5c823a-dc7f-4c15-a5ba-b55e8222518c,S000029,U01451,2025-09-09 20:43:48.390338,Homepage,page_view,,Organic,Edge,D3
ab400b4c-90df-416f-b858-d7f28588f887,S000029,U01451,2025-09-09 20:48:36.390338,Checkout,checkout_start,,Organic,Edge,D3
6389c77f-6576-43e0-b5ce-9fd4af9d7e4d,S000029,U01451,2025-09-09 20:56:31.390338,Purchase,purchase,P0057,Organic,Edge,D3
b72aa44a-379e-4e3c-b964-c0abdbc355e6,S000030,U01816,2025-09-09 08:35:14.390338,Homepage,page_view,,Google,Firefox,D2
18715438-d9c1-401d-841f-2a23301e3adc,S000030,U01816,2025-09-09 08:45:13.390338,Product,product_view,P0088,Google,Firefox,D2
34b70dfc-802b-467e-afc3-0c81f44130c5,S000031,U00108,2025-09-09 07:37:37.390338,Homepage,page_view,,Email,Safari,D1
5033477e-601e-4890-81c5-9682fb3c322a,S000031,U00108,2025-09-09 07:39:11.390338,Product,product_view,P0066,Email,Safari,D1
ea700fdf-0e55-424b-8120-6cc3fad79d0c,S000031,U00108,2025-09-09 07:42:54.390338,Cart,add_to_cart,P0156,Email,Safari,D1
0b26924b-85c2-46c9-a429-6b5eb0c1b09e,S000032,U01771,2025-09-09 09:11:24.390338,Homepage,page_view,,Email,Safari,D3
09c0e3a1-8780-478a-9a5e-0627e9770a2b,S000032,U01771,2025-09-09 09:19:16.390338,Product,product_view,P0064,Email,Safari,D3
8b7a9a8f-d892-416b-aeaf-b9d9d1817482,S000033,U00363,2025-09-09 17:50:25.390338,Homepage,page_view,,Facebook,Safari,D3
8e055aef-0f25-40ae-82ea-8dc31e936545,S000033,U00363,2025-09-09 17:55:03.390338,Product,product_view,P0008,Facebook,Safari,D3
26765731-d1a6-406f-b408-b490883c0e87,S000034,U01881,2025-09-09 10:00:36.390338,Homepage,page_view,,Facebook,Chrome,D3
c732096c-450e-4025-82e2-57fb5b46bd1a,S000034,U01881,2025-09-09 10:07:22.390338,Product,product_view,P0033,Facebook,Chrome,D3
d0b1c6f3-5a24-4ba1-b945-e7333ec26b12,S000035,U01881,2025-09-09 22:49:11.390338,Homepage,page_view,,Email,Chrome,D2
1e926bd2-79f7-4db4-b8fd-d127d0335163,S000035,U01881,2025-09-09 22:52:06.390338,Product,product_view,P0196,Email,Chrome,D2
17aff292-3645-4314-9764-9a39874b9d85,S000035,U01881,2025-09-09 22:54:28.390338,Cart,add_to_cart,P0026,Email,Chrome,D2
51f8db42-09a8-444b-b04c-51dcc96a89de,S000036,U00563,2025-09-09 08:59:52.390338,Homepage,page_view,,Facebook,Firefox,D2
c0ff1df0-106c-4ac4-928d-692b8df89b63,S000036,U00563,2025-09-09 09:09:29.390338,Product,product_view,P0092,Facebook,Firefox,D2
3875802d-bb2a-4f4a-ba13-f361dfe8e7f1,S000036,U00563,2025-09-09 09:13:06.390338,Cart,add_to_cart,P0110,Facebook,Firefox,D2
bd579ea9-08f8-4ffc-b63d-b09633e524fa,S000036,U00563,2025-09-09 09:15:37.390338,Checkout,checkout_start,,Facebook,Firefox,D2
bd4aa581-32a3-4858-9818-b75072be6a99,S000037,U00745,2025-09-09 19:46:06.390338,Homepage,page_view,,Organic,Firefox,D1
045b53ce-b757-4f9e-83ca-afab963c2ce3,S000037,U00745,2025-09-09 19:49:42.390338,Product,product_view,P0143,Organic,Firefox,D1
f6abcca3-2dac-438b-88cb-c5629d8e2fd3,S000038,U00972,2025-09-09 16:05:22.390338,Homepage,page_view,,Organic,Chrome,D1
63b4c9f6-2dc8-428d-92a5-bc6c18d9fc00,S000038,U00972,2025-09-09 16:12:20.390338,Product,product_view,P0192,Organic,Chrome,D1
af67d188-887f-4d6a-b296-431309200e32,S000039,U00348,2025-09-09 17:03:12.390338,Homepage,page_view,,Facebook,Edge,D1
fed06667-6774-452c-b42c-ecda8c08d2a7,S000039,U00348,2025-09-09 17:07:00.390338,Product,product_view,P0184,Facebook,Edge,D1
9038b780-81d3-4819-97ba-0c4203cbf1fa,S000040,U01602,2025-09-09 15:41:30.390338,Homepage,page_view,,Google,Chrome,D2
fe62b970-4304-47ce-819e-df5cb0651399,S000040,U01602,2025-09-09 15:47:21.390338,Product,product_view,P0100,Google,Chrome,D2
22661fa0-d769-4782-b3e9-f697ff43a9bf,S000040,U01602,2025-09-09 15:49:00.390338,Checkout,checkout_start,,Google,Chrome,D2
788ff34d-62e3-4627-88ef-a47fe3fdcf1d,S000041,U01468,2025-09-09 04:51:49.390338,Homepage,page_view,,Organic,Edge,D2
df653bf0-16fe-4aec-a4dc-eb6d45aff3e3,S000041,U01468,2025-09-09 04:52:44.390338,Product,product_view,P0101,Organic,Edge,D2
36cc3546-0b2a-4e32-b81b-6062c2352764,S000041,U01468,2025-09-09 04:57:01.390338,Checkout,checkout_start,,Organic,Edge,D2
b99f9fea-8a55-4b83-8aae-0d6665ffe8ca,S000042,U00086,2025-09-09 06:39:22.390338,Homepage,page_view,,Organic,Firefox,D2
24cb757a-054a-4dbb-bf6f-a6902c2dc53b,S000042,U00086,2025-09-09 06:44:50.390338,Product,product_view,P0079,Organic,Firefox,D2
22a46a1c-2432-4eec-8586-bb525fe0de4f,S000043,U01023,2025-09-09 14:29:50.390338,Homepage,page_view,,Direct,Firefox,D1
482b0309-647d-413d-af9c-045c769146bc,S000043,U01023,2025-09-09 14:34:46.390338,Product,product_view,P0150,Direct,Firefox,D1
7790d07c-c1a4-42af-8d20-6e8f13ed06be,S000043,U01023,2025-09-09 14:44:21.390338,Cart,add_to_cart,P0169,Direct,Firefox,D1
3eb48965-066b-466c-ad7a-15527a81a683,S000043,U01023,2025-09-09 14:45:53.390338,Checkout,checkout_start,,Direct,Firefox,D1
71768dd1-fe8f-4af0-ae45-bca30bfa6883,S000044,U01415,2025-09-09 12:15:06.390338,Homepage,page_view,,Google,Chrome,D3
8102600f-fdeb-453c-b498-5f2574413313,S000044,U01415,2025-09-09 12:21:57.390338,Cart,add_to_cart,P0031,Google,Chrome,D3
b7851508-5b94-471e-80ee-7ccfb9ca35de,S000045,U00619,2025-09-09 13:01:36.390338,Homepage,page_view,,Google,Firefox,D3
3007d80b-483f-4a5e-94ba-45ba8eccf386,S000045,U00619,2025-09-09 13:11:29.390338,Product,product_view,P0014,Google,Firefox,D3
f6883db9-c03d-4030-8fc4-baa4ef70e443,S000045,U00619,2025-09-09 13:14:08.390338,Checkout,checkout_start,,Google,Firefox,D3
159b339c-5beb-424c-91b3-b3d84d141d9d,S000046,U00670,2025-09-09 21:14:50.390338,Homepage,page_view,,Email,Firefox,D3
47ae1748-41d7-4613-af2a-c63b06414cb2,S000046,U00670,2025-09-09 21:16:46.390338,Product,product_view,P0056,Email,Firefox,D3
10a79d9d-f6f9-40b2-b0d3-6cc3bbf9004b,S000046,U00670,2025-09-09 21:17:13.390338,Checkout,checkout_start,,Email,Firefox,D3
3c320a6c-3082-4391-a2b8-c3af9aaf38d9,S000046,U00670,2025-09-09 21:26:36.390338,Purchase,purchase,P0142,Email,Firefox,D3
d089f227-90f1-4aa3-97cc-a80ca5ec65db,S000047,U00468,2025-09-09 22:41:03.390338,Homepage,page_view,,Direct,Chrome,D3
4765eb48-7e5d-4d7e-b775-b99e20a29310,S000047,U00468,2025-09-09 22:46:03.390338,Product,product_view,P0036,Direct,Chrome,D3
e1a54962-0722-4340-ab30-6724a7312e22,S000047,U00468,2025-09-09 22:53:13.390338,Cart,add_to_cart,P0168,Direct,Chrome,D3
4680a47f-34b6-4900-b12b-53169d566d9a,S000047,U00468,2025-09-09 23:03:07.390338,Checkout,checkout_start,,Direct,Chrome,D3
d9bb0861-da8b-4e60-8873-4037a5d5329e,S000048,U00138,2025-09-10 03:19:44.390338,Homepage,page_view,,Google,Chrome,D3
4e0b04e2-0220-4870-bcb6-e9af719c7516,S000048,U00138,2025-09-10 03:28:36.390338,Product,product_view,P0049,Google,Chrome,D3
db4e8496-b81f-4846-b236-fc069d616803,S000049,U00131,2025-09-09 12:26:58.390338,Homepage,page_view,,Facebook,Firefox,D1
1efd2550-3b0a-4787-8487-71d9c94bcb1f,S000049,U00131,2025-09-09 12:29:24.390338,Product,product_view,P0073,Facebook,Firefox,D1
c93bf6a1-f16a-4a4d-bd03-73fd98f93780,S000050,U00516,2025-09-09 11:53:37.390338,Homepage,page_view,,Google,Edge,D2
d1d8ad54-a794-45f1-b8b1-ffde53b601be,S000050,U00516,2025-09-09 11:54:57.390338,Checkout,checkout_start,,Google,Edge,D2
09af8969-06c0-4cfb-adb9-3d24cd33f4ae,S000051,U01720,2025-09-09 15:16:01.390338,Homepage,page_view,,Direct,Firefox,D3
1252d5de-b6c8-45e2-ae43-bf721f585f65,S000052,U00718,2025-09-09 19:49:39.390338,Homepage,page_view,,Email,Firefox,D1
f3e3b29f-080f-4604-b0f6-2b4530284bb8,S000052,U00718,2025-09-09 19:59:19.390338,Product,product_view,P0073,Email,Firefox,D1
53a29e41-f1c6-4189-99b7-9f56ee70b3ab,S000052,U00718,2025-09-09 20:01:07.390338,Cart,add_to_cart,P0065,Email,Firefox,D1
79791485-7260-4a07-89d0-d50b86585187,S000053,U01893,2025-09-09 14:01:54.390338,Homepage,page_view,,Organic,Chrome,D1
7e9191f6-cefa-40ec-b46b-0dc659ae1176,S000054,U00002,2025-09-10 00:12:16.390338,Homepage,page_view,,Direct,Edge,D2
27769321-e1de-4e8a-8772-ff85c1e85906,S000054,U00002,2025-09-10 00:21:12.390338,Product,product_view,P0070,Direct,Edge,D2
d9d81df5-dc13-4629-ba86-9bce6a0100ca,S000054,U00002,2025-09-10 00:25:40.390338,Cart,add_to_cart,P0067,Direct,Edge,D2
c2f2734d-c499-4494-8fbc-72e75e9096d8,S000055,U01704,2025-09-09 13:44:07.390338,Homepage,page_view,,Email,Chrome,D1
c17d1064-e2fb-48d5-a405-95561a2c5a2c,S000055,U01704,2025-09-09 13:50:03.390338,Product,product_view,P0009,Email,Chrome,D1
eb3f2c1f-84a6-438a-b825-53a34b1fbf68,S000055,U01704,2025-09-09 13:57:48.390338,Checkout,checkout_start,,Email,Chrome,D1
fc0091d5-9b9e-4438-8cb0-77ccb7defcea,S000056,U00142,2025-09-09 14:52:30.390338,Homepage,page_view,,Direct,Edge,D1
7635465f-4eb7-40d3-ac86-ebe235466b06,S000056,U00142,2025-09-09 14:59:05.390338,Product,product_view,P0125,Direct,Edge,D1
069b3532-34bb-4a90-90bb-a9803320d0c6,S000056,U00142,2025-09-09 15:00:46.390338,Cart,add_to_cart,P0013,Direct,Edge,D1
467b4718-6814-4040-a255-f507384342fd,S000056,U00142,2025-09-09 15:01:28.390338,Checkout,checkout_start,,Direct,Edge,D1
ee329f27-ffae-468e-9b37-3c1512f34744,S000057,U01030,2025-09-10 00:56:14.390338,Homepage,page_view,,Email,Safari,D3
e7e25ebb-1350-4110-b538-4ec6496cce56,S000057,U01030,2025-09-10 01:00:16.390338,Product,product_view,P0160,Email,Safari,D3
4abca583-c668-48de-bca2-ea6c6b2e347e,S000057,U01030,2025-09-10 01:07:15.390338,Purchase,purchase,P0018,Email,Safari,D3
d202469d-5cca-470a-a51e-3b02b3aba325,S000058,U01053,2025-09-10 00:15:42.390338,Homepage,page_view,,Facebook,Chrome,D2
5cd5d679-65b5-40cd-8b5e-3378a8115e53,S000058,U01053,2025-09-10 00:16:33.390338,Cart,add_to_cart,P0054,Facebook,Chrome,D2
183354f2-027e-465b-a412-91cca3280a7d,S000059,U00169,2025-09-09 05:57:24.390338,Homepage,page_view,,Direct,Edge,D1
b5a6ae3a-123f-4d43-8494-75428caa873b,S000059,U00169,2025-09-09 06:02:22.390338,Product,product_view,P0025,Direct,Edge,D1
4c03fd9b-16cf-481b-b6ca-572573283817,S000060,U00220,2025-09-09 21:05:24.390338,Homepage,page_view,,Organic,Chrome,D3
f3e8e689-8ac1-4d72-8b87-918b4a4e980f,S000060,U00220,2025-09-09 21:10:42.390338,Product,product_view,P0125,Organic,Chrome,D3
8620cd01-0558-4820-b073-94a4a0175173,S000061,U01675,2025-09-09 12:58:56.390338,Homepage,page_view,,Email,Safari,D1
ca6bea09-56d0-4cca-b768-264c749db325,S000061,U01675,2025-09-09 13:00:49.390338,Product,product_view,P0094,Email,Safari,D1
c4d50c34-53c9-4391-a344-264593ed8c88,S000061,U01675,2025-09-09 13:07:49.390338,Cart,add_to_cart,P0054,Email,Safari,D1
512bbf9d-30b5-46a9-a264-3ebc164225e4,S000062,U00546,2025-09-09 10:28:49.390338,Homepage,page_view,,Organic,Safari,D2
a0b6b307-0ffe-4d2d-a460-a54396bed2de,S000062,U00546,2025-09-09 10:37:57.390338,Product,product_view,P0120,Organic,Safari,D2
e0ed95f2-e89d-4ecf-abc6-92b9494f1b4a,S000062,U00546,2025-09-09 10:46:28.390338,Cart,add_to_cart,P0131,Organic,Safari,D2
a3480634-1b43-4d73-a47f-9cf54d77e991,S000062,U00546,2025-09-09 10:56:00.390338,Purchase,purchase,P0141,Organic,Safari,D2
04e60974-8ac1-4fbb-9759-188827e28fd4,S000063,U01274,2025-09-09 20:28:36.390338,Homepage,page_view,,Email,Edge,D3
d4eaf2a7-4ddc-4b9f-8055-d79746aebb5f,S000064,U01929,2025-09-09 15:02:50.390338,Homepage,page_view,,Organic,Safari,D1
a10cbf85-9eea-4db0-9860-a0605c1aedce,S000064,U01929,2025-09-09 15:12:28.390338,Purchase,purchase,P0025,Organic,Safari,D1
1777f01d-6617-4a5b-af18-2f9a9e28888b,S000065,U01390,2025-09-09 09:29:29.390338,Homepage,page_view,,Facebook,Safari,D1
a39dee47-fa9e-4abe-8edc-402433eea9d8,S000065,U01390,2025-09-09 09:34:09.390338,Product,product_view,P0026,Facebook,Safari,D1
6b022cc9-f8b9-4b92-b6bb-c7973dbfb947,S000065,U01390,2025-09-09 09:37:17.390338,Cart,add_to_cart,P0157,Facebook,Safari,D1
76e1ef16-0145-4306-a089-dedba8347c27,S000066,U00128,2025-09-09 21:41:04.390338,Homepage,page_view,,Facebook,Safari,D2
4f301fea-4e81-45f1-9ef9-a2f475ee11d7,S000067,U01251,2025-09-09 19:52:58.390338,Homepage,page_view,,Direct,Edge,D2
f9c9d6d4-4b44-4cf0-b6de-e334f27f9704,S000067,U01251,2025-09-09 20:02:54.390338,Product,product_view,P0084,Direct,Edge,D2
02974533-9fcf-48c4-a203-1d323c65911c,S000068,U01177,2025-09-10 00:53:43.390338,Homepage,page_view,,Google,Edge,D1
1a4f4355-a905-4cda-9d94-606adfced0c4,S000068,U01177,2025-09-10 00:59:39.390338,Product,product_view,P0117,Google,Edge,D1
c80930c6-8587-4bd8-9ee3-8cb55c30bae8,S000069,U00660,2025-09-09 13:00:22.390338,Homepage,page_view,,Google,Firefox,D1
e7b1aa98-828f-41a2-b7cf-56795dbac043,S000069,U00660,2025-09-09 13:10:14.390338,Product,product_view,P0161,Google,Firefox,D1
cb292a3b-deb1-4834-ab93-e017f19176e4,S000069,U00660,2025-09-09 13:19:25.390338,Purchase,purchase,P0101,Google,Firefox,D1
1a0b15b7-a7ee-4969-bf68-6e58669464be,S000070,U00496,2025-09-09 13:50:38.390338,Homepage,page_view,,Facebook,Safari,D1
ff4576ce-f0a2-43f5-914e-1645297b9522,S000070,U00496,2025-09-09 13:58:22.390338,Product,product_view,P0084,Facebook,Safari,D1
d354f95a-8204-4f58-b227-06ae26733767,S000070,U00496,2025-09-09 14:02:57.390338,Cart,add_to_cart,P0101,Facebook,Safari,D1
5e253797-3ae5-41e6-8e3e-e4da1f6334c7,S000071,U01001,2025-09-09 14:36:12.390338,Homepage,page_view,,Facebook,Edge,D2
ed354ce0-2760-4575-8423-ea2d6c784cdb,S000072,U01577,2025-09-09 18:46:59.390338,Homepage,page_view,,Google,Edge,D3
7cf87861-dc7b-494d-bd08-05003fd311d6,S000072,U01577,2025-09-09 18:51:03.390338,Product,product_view,P0124,Google,Edge,D3
be5f923e-dc9f-4f85-9da3-a5e829bea318,S000073,U01812,2025-09-10 00:00:23.390338,Homepage,page_view,,Facebook,Safari,D1
13d6f081-f15b-4f2d-95c0-e58b587b36eb,S000073,U01812,2025-09-10 00:05:05.390338,Product,product_view,P0067,Facebook,Safari,D1
d2e4206e-b00b-4411-88e8-976ccf57ab0a,S000073,U01812,2025-09-10 00:13:35.390338,Cart,add_to_cart,P0132,Facebook,Safari,D1
7a918c1c-83fb-4207-9b62-912d3e0d7f06,S000073,U01812,2025-09-10 00:15:24.390338,Purchase,purchase,P0004,Facebook,Safari,D1
c479b157-e641-43c5-8f5c-d787b89d21a2,S000074,U01944,2025-09-09 16:36:07.390338,Homepage,page_view,,Google,Safari,D1
6e9ee44d-fb31-44a1-8b71-4afbb10d4c63,S000074,U01944,2025-09-09 16:41:19.390338,Product,product_view,P0111,Google,Safari,D1
14152c94-5987-41dd-a7fc-f84735f11a1c,S000074,U01944,2025-09-09 16:43:26.390338,Cart,add_to_cart,P0075,Google,Safari,D1
030cf39f-9763-4044-b628-5c5816ac3c4d,S000075,U01854,2025-09-09 08:28:46.390338,Homepage,page_view,,Google,Edge,D1
22bc8219-ce16-497c-a318-a552b2c72ef9,S000075,U01854,2025-09-09 08:37:17.390338,Checkout,checkout_start,,Google,Edge,D1
1074d0e4-4d23-494a-b15d-7eb342b5663d,S000076,U00834,2025-09-09 20:44:20.390338,Homepage,page_view,,Organic,Safari,D3
67989c2a-15dc-4e07-a378-dcf11c14b351,S000076,U00834,2025-09-09 20:47:46.390338,Product,product_view,P0038,Organic,Safari,D3
3d941e2f-f2fc-4590-8928-8b67420c9cbe,S000076,U00834,2025-09-09 20:57:21.390338,Checkout,checkout_start,,Organic,Safari,D3
ef79878e-1822-40fd-8d0b-c756fe7adb25,S000077,U00957,2025-09-09 20:02:54.390338,Homepage,page_view,,Direct,Firefox,D2
